,ABANY,ABDEFECT,ABFELEGL,ABHELP1,ABHELP2,ABHELP3,ABHELP4,ABHLTH,ABINSPAY,ABMEDGOV1,ABMEDGOV2,ABMELEGL,ABMORAL,ABNOMORE,ABPOOR,ABPOORW,ABRAPE,ABSINGLE,ABSTATE1,ABSTATE2,ACQNTSEX,ACTSSOC,adminconsent,ADULTS,ADVFRONT
120,YES,YES,NA,Yes,Yes,Yes,Yes,YES,People should be able,NA,A woman and her medical professional should decide,Should,Not morally opposed,YES,YES,NOT WRONG AT ALL,YES,YES,Neither easy nor hard,Stay the same as now,NA,Good,R consents to possible data linkage,2,Agree
121,NO,YES,It depends,No,No,No,Yes,YES,People should not be able,A woman and her medical professional should decide,NA,NA,Morally opposed,NO,NO,NA,YES,NO,Very easy,Make it harder,NA,Good,R consents to possible data linkage,2,NA
122,YES,YES,Should,Yes,No,Yes,Yes,YES,People should not be able,A woman and her medical professional should decide,NA,NA,Not morally opposed,YES,YES,NOT WRONG AT ALL,YES,YES,Easy,Make it easier,NA,Very good,R consents to possible data linkage,2,Agree
123,NO,YES,NA,NA,NA,NA,NA,YES,NA,NA,NA,NA,NA,YES,YES,NA,YES,YES,NA,NA,NA,Excellent,R does not consent to possible data linkage,1,NA
124,YES,YES,Should,Yes,NA,NA,Yes,YES,People should be able,A woman and her medical professional should decide,NA,NA,Not morally opposed,YES,YES,NA,YES,YES,NA,Stay the same as now,NA,Excellent,R consents to possible data linkage,2,NA
125,YES,YES,NA,Yes,No,Yes,Yes,YES,People should be able,A woman and her medical professional should decide,NA,Should,Not morally opposed,YES,YES,NOT WRONG AT ALL,YES,YES,Neither easy nor hard,Stay the same as now,NA,Good,R does not consent to possible data linkage,1,Strongly agree
126,NA,NA,NA,Yes,Yes,Yes,Yes,NA,People should not be able,A woman and her medical professional should decide,NA,Should,Not morally opposed,NA,NA,ALMOST ALWAYS WRONG,NA,NA,Neither easy nor hard,Stay the same as now,NA,Very good,R does not consent to possible data linkage,1,Agree
127,YES,YES,Should,Yes,Yes,No,Yes,YES,NA,NA,A woman and her medical professional should decide,NA,It depends,YES,YES,NOT WRONG AT ALL,YES,YES,Easy,Stay the same as now,NA,Very good,R does not consent to possible data linkage,3,Strongly agree
128,YES,YES,Should,Yes,Yes,Yes,Yes,YES,People should be able,A woman and her medical professional should decide,NA,NA,Not morally opposed,YES,YES,NA,YES,YES,Neither easy nor hard,Stay the same as now,NA,Very good,R does not consent to possible data linkage,2,NA
129,YES,NA,NA,Yes,No,No,Yes,YES,People should be able,NA,A woman and her medical professional should decide,It depends,It depends,YES,YES,ALMOST ALWAYS WRONG,YES,YES,Neither easy nor hard,Stay the same as now,NA,Very good,R does not consent to possible data linkage,2,Agree
130,YES,YES,Should,Yes,No,No,Yes,YES,People should be able,A woman and her medical professional should decide,NA,NA,Not morally opposed,YES,YES,NA,YES,YES,Neither easy nor hard,Stay the same as now,NA,Very good,R does not consent to possible data linkage,2,NA
131,NA,NA,Should not,No,No,No,Yes,NA,People should not be able,NA,A woman and her medical professional should decide,NA,Morally opposed,NA,NA,NA,NA,NA,Easy,Make it harder,NA,Very good,R consents to possible data linkage,2,NA
132,YES,YES,Should,Yes,Yes,Yes,Yes,YES,People should be able,A woman and her medical professional should decide,NA,NA,Not morally opposed,YES,YES,NOT WRONG AT ALL,YES,YES,Hard,Make it easier,NA,Very good,R does not consent to possible data linkage,2,Strongly agree
133,NA,NA,NA,Yes,No,Yes,Yes,NA,People should be able,A woman and her medical professional should decide,NA,Should,Not morally opposed,NA,NA,WRONG ONLY SOMETIMES,NA,NA,NA,NA,NA,Very good,R does not consent to possible data linkage,1,Strongly agree
134,NO,NA,NA,Yes,Yes,Yes,Yes,YES,NA,A woman and her medical professional should decide,NA,Should,It depends,NA,NO,NA,YES,NO,NA,Stay the same as now,NA,Very good,R consents to possible data linkage,2,NA
135,NA,NA,NA,Yes,No,Yes,Yes,NA,People should be able,NA,A woman and her medical professional should decide,Should,Not morally opposed,NA,NA,NA,NA,NA,Neither easy nor hard,Make it easier,NA,Very good,R consents to possible data linkage,2,NA
136,NA,NA,Should not,Yes,No,Yes,Yes,NA,People should not be able,A woman and her medical professional should decide,NA,NA,It depends,NA,NA,ALWAYS WRONG,NA,NA,Easy,Stay the same as now,NA,Fair,R does not consent to possible data linkage,4,Disagree
137,YES,YES,NA,Yes,No,Yes,Yes,YES,People should not be able,NA,A woman and her medical professional should decide,Should,Not morally opposed,YES,YES,NOT WRONG AT ALL,YES,YES,Neither easy nor hard,Make it easier,NA,Very good,R does not consent to possible data linkage,2,Strongly agree
138,YES,YES,Should,Yes,Yes,No,Yes,YES,People should not be able,A woman and her medical professional should decide,NA,NA,It depends,YES,YES,NA,NO,NA,Hard,Make it easier,NA,Fair,R consents to possible data linkage,2,NA
139,NA,NA,It depends,Yes,No,Yes,Yes,NA,People should be able,NA,A woman and her medical professional should decide,NA,It depends,NA,NA,NA,NA,NA,NA,NA,NA,Very good,R consents to possible data linkage,2,NA
140,YES,YES,Should,Yes,No,Yes,Yes,YES,People should be able,A woman and her medical professional should decide,NA,NA,It depends,YES,NO,ALWAYS WRONG,YES,NO,Easy,Stay the same as now,NA,Very good,R does not consent to possible data linkage,2,Agree
141,NA,YES,NA,Yes,Yes,Yes,Yes,YES,People should be able,A woman and her medical professional should decide,NA,It depends,It depends,YES,YES,NA,YES,YES,Very easy,Make it harder,SEX W ACQUAINTANCE,Fair,R consents to possible data linkage,1,NA
142,NA,NA,NA,Yes,Yes,Yes,Yes,NA,People should be able,NA,A woman and her medical professional should decide,Should,Not morally opposed,NA,NA,NA,NA,NA,NA,NA,NA,Very good,R consents to possible data linkage,2,NA
143,YES,YES,NA,Yes,No,Yes,Yes,YES,People should be able,A woman and her medical professional should decide,NA,It depends,It depends,NO,NO,NOT WRONG AT ALL,YES,NO,NA,Stay the same as now,NA,Fair,R does not consent to possible data linkage,2,Disagree
144,NA,NA,NA,Yes,No,Yes,Yes,NA,People should be able,A woman and her medical professional should decide,NA,It depends,It depends,NA,NA,WRONG ONLY SOMETIMES,NA,NA,Neither easy nor hard,Stay the same as now,NOT SELECTED,Good,R consents to possible data linkage,4,Disagree
145,NA,NA,NA,No,No,No,No,NA,People should be able,NA,A woman and her medical professional should decide,Should,It depends,NA,NA,NA,NA,NA,Easy,Stay the same as now,SEX W ACQUAINTANCE,Very good,R does not consent to possible data linkage,1,NA
146,YES,YES,NA,Yes,No,Yes,Yes,YES,People should be able,A woman and her medical professional should decide,NA,Should,It depends,YES,YES,NOT WRONG AT ALL,YES,YES,Very easy,Stay the same as now,NA,Very good,R does not consent to possible data linkage,1,Agree
147,NA,NA,NA,No,No,No,No,NA,People should not be able,A woman and her medical professional should decide,NA,Should not,Not morally opposed,NA,NA,ALWAYS WRONG,NA,NA,Hard,Make it easier,NA,Very good,R does not consent to possible data linkage,3,Disagree
148,NA,NA,It depends,Yes,No,Yes,Yes,NA,People should not be able,NA,A woman and her medical professional should decide,NA,It depends,NA,NA,NA,NA,NA,Very easy,Stay the same as now,NA,Very good,R does not consent to possible data linkage,1,NA
149,YES,NO,NA,Yes,No,No,Yes,YES,People should not be able,A woman and her medical professional should decide,NA,Should,It depends,YES,YES,ALMOST ALWAYS WRONG,YES,NO,Easy,Stay the same as now,NA,Very good,R consents to possible data linkage,2,Agree
150,NA,NA,Should,Yes,Yes,Yes,Yes,NA,People should be able,NA,A woman and her medical professional should decide,NA,It depends,NA,NA,NA,NA,NA,Easy,Stay the same as now,NA,Very good,R does not consent to possible data linkage,2,NA
151,YES,YES,Should,Yes,No,No,Yes,YES,People should be able,NA,A woman and her medical professional should decide,NA,Not morally opposed,YES,YES,NA,YES,YES,Easy,Stay the same as now,NA,Good,R does not consent to possible data linkage,3,NA
152,NO,NO,Should not,No,No,No,No,NO,People should not be able,The government should decide,NA,NA,Morally opposed,NO,NO,NA,NO,NO,Very easy,Make it harder,NA,Very good,R consents to possible data linkage,1,NA
153,NA,NA,It depends,No,No,No,No,NA,People should not be able,NA,A woman and her medical professional should decide,NA,Morally opposed,NA,NA,NA,NA,NA,Easy,Make it harder,NOT SELECTED,Good,R consents to possible data linkage,1,NA
154,NO,YES,It depends,Yes,No,No,Yes,YES,People should not be able,NA,A woman and her medical professional should decide,NA,It depends,NO,NO,NA,NO,NO,Neither easy nor hard,Stay the same as now,NA,Very good,R consents to possible data linkage,1,NA
155,NA,NA,NA,Yes,No,Yes,Yes,NA,People should be able,NA,The government should decide,It depends,It depends,NA,NA,NA,NA,NA,Hard,Make it harder,NA,Very good,R consents to possible data linkage,2,NA
156,NO,NO,Should not,No,No,No,Yes,YES,People should not be able,NA,A woman and her medical professional should decide,NA,Morally opposed,NO,NO,NA,NO,NO,Easy,Make it harder,NA,Fair,R does not consent to possible data linkage,2,NA
157,NO,YES,Should not,No,No,No,No,YES,People should not be able,NA,A woman and her medical professional should decide,NA,Not morally opposed,NO,NO,NOT WRONG AT ALL,NO,NO,Very easy,Make it harder,NA,Excellent,R does not consent to possible data linkage,2,Agree
158,YES,YES,It depends,Yes,No,No,Yes,YES,People should be able,A woman and her medical professional should decide,NA,NA,Morally opposed,YES,NO,ALWAYS WRONG,YES,NO,Easy,Stay the same as now,NA,Excellent,R consents to possible data linkage,4,Agree
159,NA,NA,Should not,No,No,No,Yes,NA,People should not be able,NA,The government should decide,NA,Morally opposed,NA,NA,NA,NA,NA,Easy,Make it harder,NA,Excellent,R does not consent to possible data linkage,3,NA
160,NO,YES,It depends,No,No,No,Yes,NO,NA,A woman and her medical professional should decide,NA,NA,It depends,NO,NO,ALWAYS WRONG,NO,NO,NA,NA,NA,Fair,R does not consent to possible data linkage,3,Agree
161,NO,NO,It depends,Yes,Yes,Yes,Yes,YES,People should be able,NA,A woman and her medical professional should decide,NA,It depends,NO,NO,NA,YES,NO,Neither easy nor hard,Stay the same as now,NA,Excellent,R does not consent to possible data linkage,3,NA
162,NA,NA,Should,Yes,No,Yes,Yes,NA,People should be able,A woman and her medical professional should decide,NA,NA,It depends,NA,NA,NOT WRONG AT ALL,NA,NA,Easy,Stay the same as now,NA,Very good,R does not consent to possible data linkage,4,Agree
163,NO,NA,It depends,NA,No,NA,NA,NA,NA,NA,A woman and her medical professional should decide,NA,Morally opposed,NO,YES,WRONG ONLY SOMETIMES,YES,NO,Neither easy nor hard,Stay the same as now,NA,Very good,R does not consent to possible data linkage,2,Agree
164,NO,NO,Should not,Yes,No,No,Yes,NO,People should not be able,A woman and her medical professional should decide,NA,NA,Morally opposed,NO,NO,NA,NO,NO,NA,Make it harder,NA,Very good,R does not consent to possible data linkage,4,NA
165,NO,YES,Should,Yes,No,Yes,Yes,YES,People should not be able,A woman and her medical professional should decide,NA,NA,It depends,YES,YES,NOT WRONG AT ALL,YES,NO,Easy,Stay the same as now,NA,Good,R does not consent to possible data linkage,2,Strongly agree
166,NA,NA,NA,Yes,Yes,Yes,Yes,NA,People should be able,A woman and her medical professional should decide,NA,NA,It depends,NA,NA,NA,NA,NA,NA,Stay the same as now,NA,Fair,R consents to possible data linkage,1,Disagree
167,YES,YES,NA,Yes,Yes,Yes,Yes,YES,People should be able,A woman and her medical professional should decide,NA,It depends,It depends,YES,YES,NA,YES,YES,Neither easy nor hard,Stay the same as now,NA,Good,R consents to possible data linkage,3,NA
168,NO,NO,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NA,NO,NO,NA,NO,NO,NA,NA,NA,NA,NA,3,Disagree
169,NO,YES,NA,Yes,Yes,Yes,Yes,YES,People should be able,NA,A woman and her medical professional should decide,It depends,Not morally opposed,YES,YES,NA,YES,YES,Easy,Stay the same as now,SEX W ACQUAINTANCE,Fair,R consents to possible data linkage,1,NA
170,YES,YES,NA,Yes,No,Yes,Yes,YES,People should be able,NA,A woman and her medical professional should decide,Should,It depends,YES,YES,NOT WRONG AT ALL,YES,YES,Easy,Stay the same as now,NA,Very good,R consents to possible data linkage,2,Agree
171,YES,YES,NA,No,No,No,Yes,YES,People should not be able,A woman and her medical professional should decide,NA,Should,Not morally opposed,YES,YES,NA,YES,YES,Hard,Make it easier,NA,Good,R consents to possible data linkage,2,NA
172,NA,NA,NA,No,No,No,Yes,NA,People should not be able,NA,The government should decide,Should not,Not morally opposed,NA,NA,NA,NA,NA,Very easy,Make it harder,NA,Very good,R does not consent to possible data linkage,2,NA
173,YES,YES,Should,Yes,No,Yes,Yes,YES,People should not be able,NA,A woman and her medical professional should decide,NA,Morally opposed,YES,YES,NA,YES,YES,Very easy,Make it harder,NA,Very good,R consents to possible data linkage,1,NA
174,NA,NA,Should,Yes,Yes,Yes,Yes,NA,People should be able,A woman and her medical professional should decide,NA,NA,Not morally opposed,NA,NA,WRONG ONLY SOMETIMES,NA,NA,Easy,Make it easier,NA,Good,R does not consent to possible data linkage,1,Strongly agree
175,YES,YES,NA,Yes,No,No,Yes,YES,People should be able,A woman and her medical professional should decide,NA,Should,It depends,YES,YES,NA,YES,NA,Neither easy nor hard,Stay the same as now,NA,Very good,R does not consent to possible data linkage,2,NA
176,NA,NA,It depends,Yes,Yes,Yes,Yes,NA,People should be able,NA,A woman and her medical professional should decide,NA,It depends,NA,NA,NA,NA,NA,NA,NA,NA,Fair,R does not consent to possible data linkage,2,NA
177,YES,YES,Should,Yes,Yes,Yes,Yes,YES,People should be able,A woman and her medical professional should decide,NA,NA,Not morally opposed,YES,YES,NOT WRONG AT ALL,YES,YES,Very easy,Make it easier,NA,Very good,R does not consent to possible data linkage,2,Agree
178,YES,YES,NA,Yes,No,No,Yes,YES,People should be able,NA,A woman and her medical professional should decide,It depends,Morally opposed,YES,YES,NA,YES,YES,Easy,Stay the same as now,NA,Good,R does not consent to possible data linkage,1,NA
179,NA,NA,NA,Yes,Yes,No,Yes,NA,People should be able,A woman and her medical professional should decide,NA,Should,Not morally opposed,NA,NA,NOT WRONG AT ALL,NA,NA,Very easy,Stay the same as now,NOT SELECTED,Very good,R consents to possible data linkage,1,Agree
180,YES,YES,NA,Yes,Yes,Yes,Yes,YES,People should not be able,NA,A woman and her medical professional should decide,It depends,It depends,YES,NO,ALMOST ALWAYS WRONG,YES,YES,Very easy,Stay the same as now,NA,Very good,R consents to possible data linkage,1,Agree
181,NO,NO,Should not,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not morally opposed,NO,NA,NA,NO,NO,NA,Make it harder,NA,NA,R consents to possible data linkage,1,NA
182,NA,NA,It depends,Yes,Yes,Yes,Yes,NA,People should not be able,NA,A woman and her medical professional should decide,NA,It depends,NA,NA,NA,NA,NA,Easy,Stay the same as now,NA,Poor,R consents to possible data linkage,1,NA
183,NO,YES,NA,Yes,Yes,Yes,Yes,YES,People should be able,A woman and her medical professional should decide,NA,Should,Not morally opposed,YES,YES,NOT WRONG AT ALL,YES,YES,Very easy,Stay the same as now,NA,Good,R consents to possible data linkage,2,Strongly agree
184,NA,NA,NA,Yes,Yes,Yes,Yes,NA,People should be able,A woman and her medical professional should decide,NA,Should,Not morally opposed,NA,NA,NOT WRONG AT ALL,NA,NA,Very easy,Stay the same as now,NA,Very good,R does not consent to possible data linkage,1,Agree
185,NO,YES,NA,No,No,No,Yes,YES,People should not be able,NA,A woman and her medical professional should decide,It depends,It depends,YES,NO,WRONG ONLY SOMETIMES,YES,NO,Neither easy nor hard,Stay the same as now,NA,Good,R does not consent to possible data linkage,1,Agree
186,YES,YES,Should,Yes,No,Yes,Yes,YES,People should be able,NA,A woman and her medical professional should decide,NA,Not morally opposed,YES,YES,NA,YES,YES,Very easy,Stay the same as now,NA,Excellent,R does not consent to possible data linkage,4,NA
187,NA,NA,Should,Yes,Yes,Yes,Yes,NA,People should be able,A woman and her medical professional should decide,NA,NA,Not morally opposed,NA,NA,WRONG ONLY SOMETIMES,NA,NA,Neither easy nor hard,Stay the same as now,NA,Good,R does not consent to possible data linkage,2,Strongly agree
188,NO,YES,NA,Yes,No,Yes,Yes,YES,People should be able,NA,A woman and her medical professional should decide,It depends,It depends,NO,NO,ALMOST ALWAYS WRONG,YES,NO,Very easy,Stay the same as now,NA,Good,R does not consent to possible data linkage,2,Strongly agree
189,YES,YES,Should,Yes,Yes,Yes,Yes,YES,People should be able,A woman and her medical professional should decide,NA,NA,Not morally opposed,YES,YES,NA,YES,YES,Hard,Make it easier,NA,Good,R consents to possible data linkage,4,NA
